,logLikelihood,Gene,AccNum
4375,-21.466384945496763,TJAP1,NM_001350561
4376,-21.467160822953947,SIRT6,NM_016539
4377,-21.47025550485578,DUSP10,NM_007207
4378,-21.471175639340867,RALGAPB,NM_020336
4379,-21.471682792594,FASTK,NM_006712
4380,-21.472103898804495,RP2,NM_006915
4381,-21.47302479471288,GABPA,NM_002040
4382,-21.47303515725527,COP1,NM_022457
4383,-21.475834918356597,LONP2,NM_031490
4384,-21.476542528320426,IFT140,NM_014714
4385,-21.478490755093247,CTBS,NM_004388
4386,-21.478504922243474,NDUFB3,NM_001257102
4387,-21.479634347600744,LRR1,NM_152329
4388,-21.479760876789214,PAIP2,NM_001033112
4389,-21.48084691766147,PPCDC,NM_021823
4390,-21.481258500128696,MMAB,NM_052845
4391,-21.481792079127278,DHX8,NM_001322216
4392,-21.48397988004135,MYCBP2,NM_015057
4393,-21.48729986469448,ELMSAN1,NM_194278
4394,-21.48755169982513,PBXIP1,NM_020524
4395,-21.48830063833735,ORMDL1,NM_016467
4396,-21.488433269602886,TAF9B,NM_015975
4397,-21.488549343879207,SLC4A2,NM_001199692
4398,-21.488872610639284,HIST1H1D,NM_005320
4399,-21.48895586809094,FAM13A,NM_014883
4400,-21.48948341251582,YIPF1,NM_018982
4401,-21.489811282212262,ITGAM,NM_001145808
4402,-21.49001851599178,CITED2,NM_006079
4403,-21.492819123300954,TES,NM_015641
4404,-21.493021129040805,UFSP2,NM_018359
4405,-21.49307392691816,ICAM3,NM_001320608
4406,-21.493268236798876,F11R,NM_016946
4407,-21.494728889020166,CASP6,NM_001226
4408,-21.495470454359943,SCAND1,NM_016558
4409,-21.496015793768567,ANKRD40,NM_052855
4410,-21.497425684643204,NAT1,NM_001160170
4411,-21.49845587575703,TYW3,NM_138467
4412,-21.49881212329469,AAAS,NM_015665
4413,-21.498828139496904,EIF3H,NM_003756
4414,-21.498834378719945,ARMT1,NM_024573
4415,-21.499262661270585,RPL15,NM_001253384
4416,-21.500058026914726,RBX1,NM_014248
4417,-21.50091607221298,FAM160A2,NM_032127
4418,-21.502075546919766,HELZ,NM_001330447
4419,-21.503278969835254,GALT,NM_000155
4420,-21.503516313515348,UBA6,NM_018227
4421,-21.504304450126828,TNIP1,NM_001252385
4422,-21.505950878395616,CDC42BPA,NM_003607
4423,-21.506596590268625,SETD2,NM_014159
4424,-21.506869512778316,STIL,NM_001282936
4425,-21.50788768517877,RC3H2,NM_001100588
4426,-21.508079582454762,ANAPC13,NM_001242374
4427,-21.509369150164467,DNAJC21,NM_194283
4428,-21.510702993632556,NLRX1,NM_001282144
4429,-21.51120068932727,NOP58,NM_015934
4430,-21.51172339133004,ZNF700,NM_001271848
4431,-21.512013688342854,LYZ,NM_000239
4432,-21.512313680609346,BAG2,NM_004282
4433,-21.512994168771606,NAPEPLD,NM_001122838
4434,-21.513009414239676,WBP2,NM_001330499
4435,-21.513314014626133,NOC3L,NM_022451
4436,-21.51402556056698,SNRPD1,NM_006938
4437,-21.51447534630476,MTMR4,NM_004687
4438,-21.51575382132867,TERF2,NM_005652
4439,-21.516814599585647,CCDC93,NM_019044
4440,-21.517456415934905,CLK3,NM_001130028
4441,-21.518415008179414,KANK2,NM_001136191
4442,-21.5212969422219,PAN3,NM_175854
4443,-21.52163438705389,CNOT8,NM_004779
4444,-21.522394367013153,GTF2H4,NM_001517
4445,-21.52254102321547,SLC37A4,NM_001164277
4446,-21.523018290392738,MAFK,NM_002360
4447,-21.523200823395864,INSIG2,NM_016133
4448,-21.523711877632287,HLA-E,NM_005516
4449,-21.52447866115047,KLHL15,NM_030624
4450,-21.526161341529143,CASP8AP2,NM_012115
4451,-21.52738967389608,SIPA1,NM_153253
4452,-21.527723921902144,MTIF2,NM_001005369
4453,-21.528118132000508,GFPT1,NM_001244710
4454,-21.528768530928716,NEMP2,NM_001142645
4455,-21.529241049579305,MDM2,NM_002392
4456,-21.530076874941415,TMBIM6,NM_001098576
4457,-21.531269655536754,MRPL36,NM_032479
4458,-21.531803552249173,RNF214,NM_207343
4459,-21.533817206541467,EHD4,NM_139265
4460,-21.535162112167395,EPN1,NM_001130071
4461,-21.535894323221473,PLD3,NM_012268
4462,-21.53630459918808,CHCHD2,NM_001320327
4463,-21.53768184826687,ST8SIA4,NM_005668
4464,-21.538945787765357,LSM2,NM_021177
4465,-21.538997317021735,NBR1,NM_005899
4466,-21.539095715539712,NFE2,NM_001261461
4467,-21.539375055870927,C11orf21,NM_001142946
4468,-21.540941206270187,CSNK2A1,NM_177559
4469,-21.54139836875467,CD101,NM_004258
4470,-21.542667319283797,ARHGAP45,NM_012292
4471,-21.543779824520918,XRCC1,NM_006297
4472,-21.544792324450757,QARS,NM_005051
4473,-21.544843645495675,POLR2F,NM_001301129
4474,-21.545393464080465,RPL26L1,NM_001317980
4475,-21.546463678643324,METTL9,NM_016025
4476,-21.547550952090027,NMRK1,NM_001330679
4477,-21.547735005074987,TFDP1,NM_007111
4478,-21.54818421275674,USP39,NM_006590
4479,-21.548508851901406,BNIP3L,NM_004331
4480,-21.548797894711683,ABI2,NM_001282925
4481,-21.54970409551648,MUT,NM_000255
4482,-21.550166613743144,SZRD1,NM_001114600
4483,-21.550576426400042,MIF,NM_002415
4484,-21.550924184748094,KPNA1,NM_002264
4485,-21.552167764844846,PSMD13,NM_175932
4486,-21.552441177667102,ARCN1,NM_001655
4487,-21.55326009977412,PER2,NM_022817
4488,-21.553469939473256,ZNF655,NM_001083956
4489,-21.554291410465893,MBIP,NM_016586
4490,-21.55481668085071,ARID4B,NM_016374
4491,-21.556833322722827,ASH2L,NM_001105214
4492,-21.557861943157477,MRPL43,NM_176792
4493,-21.557889426095176,C11orf1,NM_022761
4494,-21.5593437438969,GSK3B,NM_002093
4495,-21.560936734048592,MDN1,NM_014611
4496,-21.561075439882927,RMDN3,NM_001323895
4497,-21.561096182454982,MKNK2,NM_199054
4498,-21.561164752484558,LIN52,NM_001024674
4499,-21.56197856573525,HNRNPU,NM_031844
4500,-21.562127258824145,RAB6A,NM_002869
4501,-21.562216516368835,RNF10,NM_001330474
4502,-21.564620712381256,PPP1R3B,NM_001201329
4503,-21.56634296734136,RALA,NM_005402
4504,-21.566911722770236,CHMP1A,NM_002768
4505,-21.566992122267408,DDX42,NM_007372
4506,-21.56755268139227,FKBP2,NM_004470
4507,-21.5685363346631,OST4,NM_001134693
4508,-21.56905886219735,COBLL1,NM_001278458
4509,-21.569386936347442,IDH2,NM_002168
4510,-21.571875750374563,WDR53,NM_001345918
4511,-21.571880898164917,PIM2,NM_006875
4512,-21.572027695278035,SVBP,NM_199342
4513,-21.572225202788538,GBF1,NM_004193
4514,-21.572262604693563,TIMM8B,NM_012459
4515,-21.57263363136125,SLC36A1,NM_001349740
4516,-21.5753234064351,HOOK3,NM_032410
4517,-21.57634210231754,CEP152,NM_001194998
4518,-21.576613945317366,GTF2E1,NM_005513
4519,-21.57698705342457,TDRD7,NM_014290
4520,-21.57720243718833,KSR1,NM_014238
4521,-21.578125687757204,CCDC25,NM_018246
4522,-21.5829404644475,PNO1,NM_020143
4523,-21.583899996711853,DOPEY1,NM_001199942
4524,-21.584783447156056,FBXO22,NM_147188
4525,-21.586148181803456,ERP44,NM_015051
4526,-21.58628270780143,TSNAX,NM_005999
4527,-21.588141263739125,ACO2,NM_001098
4528,-21.58886510462335,RPS21,NM_001024
4529,-21.59103349796007,AP2S1,NM_001301078
4530,-21.591617877520367,BCDIN3D,NM_181708
4531,-21.591966932194925,GALNT7,NM_017423
4532,-21.593023253987976,PPIL1,NM_016059
4533,-21.594368241730663,RAB10,NM_016131
4534,-21.594527594720144,ARHGAP23,NM_001199417
4535,-21.594733200284708,ARFGEF1,NM_006421
4536,-21.594908876097048,ARSA,NM_000487
4537,-21.59540017040489,RPS25,NM_001028
4538,-21.59559385557952,C10orf76,NM_024541
4539,-21.595606748604073,PSKH1,NM_006742
4540,-21.59771351526725,ACAP1,NM_014716
4541,-21.600258507657568,CEP250,NM_007186
4542,-21.60092501902531,STAT1,NM_007315
4543,-21.60362422850267,OSBPL2,NM_144498
4544,-21.604073109483544,SLC52A2,NM_024531
4545,-21.604134758222944,RIOX2,NM_001042533
4546,-21.604391920365714,NUP50,NM_007172
4547,-21.604574229739637,DDX24,NM_020414
4548,-21.608163122408953,NBEAL1,NM_001114132
4549,-21.60828162592203,LRRFIP2,NM_006309
4550,-21.608628452461872,MED15,NM_001293237
4551,-21.609929297010705,BCL7B,NM_001301061
4552,-21.611580599583142,SERPINE2,NM_006216
4553,-21.611583795019335,NCKAP1L,NM_005337
4554,-21.611596295535403,FAM214B,NM_025182
4555,-21.61274220241059,NAXE,NM_144772
4556,-21.6147592241097,DLG1,NM_001290983
4557,-21.614776594395934,INTS7,NM_015434
4558,-21.616026589413547,ATP1A1,NM_001160233
4559,-21.61673157862218,SAV1,NM_021818
4560,-21.616797320215667,ITFG2,NM_018463
4561,-21.61711524857289,PCSK7,NM_004716
4562,-21.61805145968368,PICK1,NM_012407
4563,-21.618330125549125,PFAS,NM_012393
4564,-21.61837208509777,PRMT3,NM_005788
4565,-21.61888207479965,RPL23,NM_000978
4566,-21.618953315627103,MS4A6A,NM_152852
4567,-21.61896098737355,SECISBP2,NM_001282690
4568,-21.61900144972405,HERC2,NM_004667
4569,-21.619655052010916,ELL2,NM_012081
4570,-21.619664055571825,ZNF324,NM_014347
4571,-21.6210917575244,MKL2,NM_001308142
4572,-21.622001036618308,CXorf38,NM_144970
4573,-21.62246687334073,ATG2B,NM_018036
4574,-21.623974006707957,GCC1,NM_024523
4575,-21.62537568095511,CLCN5,NM_001127899
4576,-21.62810889030632,CBX6,NM_014292
4577,-21.628892093240747,CCNL1,NM_020307
4578,-21.629653802194206,RNASEL,NM_021133
4579,-21.630367406768976,PIGA,NM_002641
4580,-21.6306025626736,TAOK1,NM_020791
4581,-21.63231125664438,CEP95,NM_138363
4582,-21.633264784259964,MYD88,NM_001172567
4583,-21.635015277119983,NAE1,NM_001018159
4584,-21.636693797029334,DCP2,NM_152624
4585,-21.63757842057091,MTHFR,NM_001330358
4586,-21.639116744103717,RSF1,NM_016578
4587,-21.64138566137576,SF3B1,NM_012433
4588,-21.642422843426065,CHD1L,NM_001348451
4589,-21.64271678410862,XPNPEP3,NM_022098
4590,-21.644353110615157,CKAP2,NM_001098525
4591,-21.644516650262783,CHPF2,NM_019015
4592,-21.645047115653547,DENND4C,NM_001330640
4593,-21.645972019328127,IL18,NM_001562
4594,-21.64696170450731,PCNT,NM_006031
4595,-21.647723333714335,CHID1,NM_001142675
4596,-21.648069325801163,CBR4,NM_032783
4597,-21.6494249992247,PPP6R2,NM_001351643
4598,-21.6495651237068,CAPNS1,NM_001749
4599,-21.650054927626257,DMXL2,NM_001174116
4600,-21.65033155013965,RSL1D1,NM_015659
4601,-21.651086139389047,ZNF592,NM_014630
4602,-21.654087329749913,NOP2,NM_001258310
4603,-21.654494691658822,PTBP3,NM_001244898
4604,-21.654692182068146,VGLL4,NM_001284390
4605,-21.654885499724763,RNF25,NM_022453
4606,-21.655280721192067,ELF4,NM_001421
4607,-21.657554130771477,E2F7,NM_203394
4608,-21.657719390454616,PYCR3,NM_023078
4609,-21.658676919396957,FTL,NM_000146
4610,-21.65873332531701,RNASEK,NM_001004333
4611,-21.65903377633788,OCIAD1,NM_001079839
4612,-21.65959204749626,HIST1H2AG,NM_021064
4613,-21.659705929747595,OSM,NM_001319108
4614,-21.660558167323643,SAMHD1,NM_015474
4615,-21.660714651125797,ZBTB3,NM_024784
4616,-21.661091651252505,TMOD1,NM_003275
4617,-21.661185081721108,LRRC28,NM_144598
4618,-21.661666457821664,MED7,NM_001100816
4619,-21.663859124843036,ZNF134,NM_003435
4620,-21.664254784200676,ZNF441,NM_152355
4621,-21.6645658637587,SRPRB,NM_021203
4622,-21.664947233840863,PSRC1,NM_001350237
4623,-21.665632180292615,MTM1,NM_000252
4624,-21.666454261379556,CDC7,NM_001134420
4625,-21.667041582216836,PRR14,NM_024031
4626,-21.667128062863526,LSG1,NM_018385
4627,-21.668185924484458,MARS2,NM_138395
4628,-21.66896166413759,NHEJ1,NM_024782
4629,-21.66983087447045,HIST1H2BJ,NM_021058
4630,-21.67003391978556,RGP1,NM_001080496
4631,-21.670138409385896,DDX28,NM_018380
4632,-21.671345730025596,OARD1,NM_001329684
4633,-21.672373478860944,VWA5A,NM_001130142
4634,-21.67353744804871,DAAM1,NM_001270520
4635,-21.673634823107875,TCTN3,NM_015631
4636,-21.67563728567375,BDH1,NM_203314
4637,-21.67698415936773,PMP22,NM_000304
4638,-21.678201725576937,SERPINB6,NM_001297699
4639,-21.67933441501509,ITGB7,NM_000889
4640,-21.680287978600656,EED,NM_001308007
4641,-21.681823861051257,CCDC28B,NM_001301011
4642,-21.68259775507475,HTATSF1,NM_001163280
4643,-21.68310134594153,RPL5,NM_000969
4644,-21.68333652545452,DNAJB2,NM_006736
4645,-21.68335007850874,NDUFB2,NM_004546
4646,-21.68348008524202,WDR73,NM_032856
4647,-21.684241909739526,ALG5,NM_013338
4648,-21.685935981297742,DCAF5,NM_003861
4649,-21.686164029276117,PKMYT1,NM_182687
4650,-21.68621231261622,CD74,NM_001025159
4651,-21.68685594773721,FHL2,NM_201555
4652,-21.687191703212136,KDM6B,NM_001080424
4653,-21.690576240977958,B4GALT7,NM_007255
4654,-21.69163695534498,KDM1A,NM_001009999
4655,-21.6957535574644,ZNF446,NM_017908
4656,-21.696283924157708,GSS,NM_001322495
4657,-21.69662526835276,ZNF160,NM_001322130
4658,-21.69719070983912,OSBPL6,NM_001201480
4659,-21.698660118402152,RASSF7,NM_001143993
4660,-21.698998418203832,MTOR,NM_004958
4661,-21.700637820989066,CDKN2D,NM_001800
4662,-21.70069397122188,ARID1B,NM_001346813
4663,-21.702605528856893,ABHD16A,NM_001177515
4664,-21.702688264655684,PCMTD2,NM_018257
4665,-21.704147359242164,EEF1A1,NM_001402
4666,-21.70573092364712,MPDU1,NM_004870
4667,-21.706176194754104,THOC5,NM_001002878
4668,-21.706628948563086,KYAT1,NM_001287390
4669,-21.707515273502533,FAM32A,NM_014077
4670,-21.708232185282853,HIBCH,NM_014362
4671,-21.709224677795763,SCML2,NM_006089
4672,-21.70930989396668,SYVN1,NM_172230
4673,-21.71049174730064,SMPD1,NM_001318088
4674,-21.71181754932017,ACP5,NM_001111035
4675,-21.714721222247892,C6orf136,NM_001161376
4676,-21.714779946975053,SCYL2,NM_001330253
4677,-21.717068293002722,PPWD1,NM_001278926
4678,-21.71789256256451,TRIM28,NM_005762
4679,-21.717907565643923,EDC3,NM_001142443
4680,-21.718012334778138,CCT4,NM_006430
4681,-21.718620162316714,SP3,NM_003111
4682,-21.7187948802898,COG7,NM_153603
4683,-21.71913524840691,GRPEL2,NM_152407
4684,-21.719719789070943,EIF1AD,NM_001242481
4685,-21.71973328614302,GCAT,NM_001171690
4686,-21.72199025670154,XRCC3,NM_001100119
4687,-21.722215036259538,ITSN2,NM_001348184
4688,-21.724105667658105,BRMS1,NM_015399
4689,-21.72451724206489,RETN,NM_020415
4690,-21.725612805226014,ZNF888,NM_001310127
4691,-21.725612805226014,ZNF525,NM_001348156
4692,-21.725612805226014,ZNF28,NM_006969
4693,-21.726901705676536,CMBL,NM_138809
4694,-21.72720242574232,UTP23,NM_032334
4695,-21.72814644055774,SGO2,NM_152524
4696,-21.72821171575268,SPI1,NM_001080547
4697,-21.728309124246227,HECTD4,NM_001109662
4698,-21.72937540946093,ALG12,NM_024105
4699,-21.729640698915563,MAPKAPK5,NM_139078
4700,-21.729647922207953,DUSP7,NM_001947
4701,-21.73056775397285,PTBP1,NM_002819
4702,-21.73066364410895,PCK2,NM_001308054
4703,-21.73223341453182,GBP4,NM_052941
4704,-21.732270213914965,ETV6,NM_001987
4705,-21.732742574011436,GOLGA2,NM_004486
4706,-21.73373284208734,RBBP6,NM_006910
4707,-21.73455583747102,TM9SF2,NM_004800
4708,-21.735782427367017,SOD1,NM_000454
4709,-21.73602483291933,ZBED4,NM_014838
4710,-21.736328385341814,TMEM30A,NM_018247
4711,-21.737077620652908,CSNK1G1,NM_022048
4712,-21.739902626083257,REXO1,NM_020695
4713,-21.741218608020052,DEK,NM_003472
4714,-21.742937136627308,SMC6,NM_001142286
4715,-21.743183967115424,PRUNE1,NM_021222
4716,-21.743667003475558,SERPINH1,NM_001207014
4717,-21.7437944678791,PIK3C2A,NM_001321378
4718,-21.7467265172352,TIGD6,NM_030953
4719,-21.7474548689941,RPA2,NM_001286076
4720,-21.74898974944687,TRIAP1,NM_016399
4721,-21.750348640533733,STK16,NM_001330213
4722,-21.750473650914365,NAA10,NM_003491
4723,-21.75073594813062,C5orf34,NM_198566
4724,-21.751970782178564,HSF1,NM_005526
4725,-21.751986247303687,ZNF687,NM_001304763
4726,-21.75314336931207,UTP14A,NM_006649
4727,-21.75369176373632,ATP6V0D1,NM_004691
4728,-21.753756513211105,TRAPPC1,NM_021210
4729,-21.755260063726144,UBE2E1,NM_003341
4730,-21.75590334384433,RUSC1,NM_001105203
4731,-21.755979648978826,IRF3,NM_001197123
4732,-21.756077511023207,EMP3,NM_001425
4733,-21.756178234796668,EXOC7,NM_001145297
4734,-21.757315874977138,DNAJB14,NM_001031723
4735,-21.758870305474474,PPP3R1,NM_000945
4736,-21.759353503779423,NDUFA12,NM_018838
4737,-21.759955394582036,ZBTB6,NM_006626
4738,-21.76014985446139,PPID,NM_005038
4739,-21.760589840374575,PIK3IP1,NM_052880
4740,-21.761271687643077,LUZP1,NM_033631
4741,-21.7628939158497,TUFM,NM_003321
4742,-21.763290869981503,IGSF3,NM_001007237
4743,-21.763649891130253,SLC25A15,NM_014252
4744,-21.76391882429112,OSBPL8,NM_001319652
4745,-21.764812907161147,TUBA1A,NM_001270399
4746,-21.76484276770016,NFKB1,NM_003998
4747,-21.76575586597166,TAF2,NM_003184
4748,-21.767014885726766,G3BP1,NM_005754
4749,-21.767359762673802,PLOD2,NM_182943
4750,-21.767538726301165,CSRP1,NM_001193571
4751,-21.76871710851534,DUT,NM_001025248
4752,-21.76991115340405,ATL3,NM_015459
4753,-21.77196746176558,ATP6V1D,NM_015994
4754,-21.773135898321193,REPS1,NM_001286611
4755,-21.77432123246135,C2orf69,NM_153689
4756,-21.775204177120674,NCBP2-AS2,NM_001355243
4757,-21.777439081569966,RAVER1,NM_133452
4758,-21.777625370719907,FLAD1,NM_025207
4759,-21.77831752821741,CD37,NM_001774
4760,-21.77853211935912,FAXDC2,NM_032385
4761,-21.782875570695694,CYB5B,NM_030579
4762,-21.785728019107896,POMP,NM_015932
4763,-21.788791553173798,TUBGCP4,NM_001286414
4764,-21.788874379298875,MRPL51,NM_016497
4765,-21.79020641246701,DDHD1,NM_001160148
4766,-21.79048775268978,STX11,NM_003764
4767,-21.790566815103677,COX7A2L,NM_001319036
4768,-21.792824435853767,RPS2,NM_002952
4769,-21.79536222056648,ACAD10,NM_001136538
4770,-21.79559848260451,LIMD1,NM_014240
4771,-21.79662138788383,CENPO,NM_024322
4772,-21.796660941718446,IFT46,NM_020153
4773,-21.79832960758115,EPM2AIP1,NM_014805
4774,-21.800157329133278,KDM3A,NM_018433
4775,-21.802814642855257,TONSL,NM_013432
4776,-21.803557618660886,NMRAL1,NM_020677
4777,-21.804348293439517,NIN,NM_020921
4778,-21.804534824145303,TAX1BP3,NM_014604
4779,-21.805118347799237,FAM98A,NM_015475
4780,-21.805615722025724,GIT1,NM_001085454
4781,-21.805724775630036,DYNC1I2,NM_001378
4782,-21.806108330882946,CCNA2,NM_001237
4783,-21.806275941761847,RUVBL1,NM_001319086
4784,-21.807680777205807,TST,NM_003312
4785,-21.810413026841886,NME6,NM_001308426
4786,-21.810830989821522,CCR2,NM_001123396
4787,-21.811836017687355,POLG2,NM_007215
4788,-21.813008580529875,PWP1,NM_001317963
4789,-21.813613955197894,CREBBP,NM_004380
4790,-21.813761544992495,GLRX2,NM_016066
4791,-21.81395364304495,RAB1A,NM_004161
4792,-21.815602577112035,TMEM138,NM_016464
4793,-21.816103256281,MGAT2,NM_002408
4794,-21.816130513430906,SEC22C,NM_032970
4795,-21.816754633477476,CASP10,NM_032977
4796,-21.81741728954765,MAD2L1BP,NM_001003690
4797,-21.81832892716644,SFXN3,NM_030971
4798,-21.820446009535647,SARS,NM_001330669
4799,-21.821016912000964,UQCRFS1,NM_006003
4800,-21.8229360779017,SLC2A3,NM_006931
4801,-21.823241841663584,SPA17,NM_017425
4802,-21.82366979268707,TMEM237,NM_152388
4803,-21.82422960027303,CERS2,NM_181746
4804,-21.827339373103957,LNPEP,NM_005575
4805,-21.829052985192952,SPECC1L,NM_015330
4806,-21.8300920204811,SP4,NM_003112
4807,-21.83208051465147,ZNF615,NM_001199324
4808,-21.832913818781613,RUFY1,NM_001040451
4809,-21.83644724477721,PKM,NM_001206796
4810,-21.836535695276016,LDAH,NM_021925
4811,-21.836658106412862,ALAS2,NM_000032
4812,-21.83697893788836,ZNF440,NM_152357
4813,-21.837292269434943,DARS2,NM_018122
4814,-21.837869690886453,APOOL,NM_198450
4815,-21.83899247887198,ZW10,NM_004724
4816,-21.839700002092204,TAP1,NM_000593
4817,-21.839718775422135,SNRPD3,NM_004175
4818,-21.841689529452243,BORCS6,NM_017622
4819,-21.844147155440993,ESYT1,NM_001184796
4820,-21.844531244372952,HIST1H1A,NM_005325
4821,-21.848194414406613,ELAC1,NM_018696
4822,-21.848883624151835,SOD2,NM_000636
4823,-21.850107941908693,MAEA,NM_001297432
4824,-21.850690535184917,RSAD2,NM_080657
4825,-21.850880521039333,ZNF337,NM_001290261
4826,-21.85122429770159,H2AFJ,NM_177925
4827,-21.85139133859093,ID2,NM_002166
4828,-21.851793498265348,STXBP5,NM_001127715
4829,-21.854806351457082,FAM160B1,NM_020940
4830,-21.854878258831157,APOC1,NM_001321066
4831,-21.85658343299509,SNX19,NM_014758
4832,-21.856774513275436,OGG1,NM_016828
4833,-21.856880139556175,PHF21A,NM_001352025
4834,-21.856974902134304,SPECC1,NM_152904
4835,-21.858308330019142,PCGF5,NM_032373
4836,-21.858677445381975,LRBA,NM_001199282
4837,-21.858686249796538,ADA2,NM_001282225
4838,-21.85915253667272,IP6K2,NM_001190316
4839,-21.86022497565755,LUC7L,NM_001330420
4840,-21.86144824109686,CHTOP,NM_001206612
4841,-21.861504366857645,CYTH1,NM_001292018
4842,-21.862258582710226,CCNYL1,NM_001330218
4843,-21.862568951339842,ELP5,NM_203413
4844,-21.867471407198458,NSMCE1,NM_145080
4845,-21.868203969701803,MTBP,NM_022045
4846,-21.869394277243767,ZNF317,NM_020933
4847,-21.870258484748124,TOMM20,NM_014765
4848,-21.87036592640632,POLRMT,NM_005035
4849,-21.872733498395963,CTH,NM_001902
4850,-21.875502672024194,FYTTD1,NM_032288
4851,-21.876589093137195,BCOR,NM_001123385
4852,-21.878160287285507,NUDT5,NM_001321648
4853,-21.88250755399251,SLC43A3,NM_014096
4854,-21.886476546452933,ATAD3B,NM_001317238
4855,-21.88740730172975,MDC1,NM_014641
4856,-21.889065614464176,SCLT1,NM_144643
4857,-21.889484255367922,RHAG,NM_000324
4858,-21.889878182980784,GEN1,NM_001130009
4859,-21.89037150197053,RFC3,NM_002915
4860,-21.892050593481258,RPS18,NM_022551
4861,-21.892143998016376,PDCD6IP,NM_001162429
4862,-21.893154392940858,STMP1,NM_001130929
4863,-21.893671365576783,CCDC115,NM_001321118
4864,-21.89460669330952,TCHP,NM_032300
4865,-21.895394015122523,TRPV2,NM_016113
4866,-21.89687925202261,SEC11C,NM_033280
4867,-21.89703712552363,EIF5B,NM_015904
4868,-21.898196779774143,COMMD4,NM_017828
4869,-21.89897761730688,POLR3E,NM_018119
4870,-21.899829349420102,GPX1,NM_001329455
4871,-21.90104252722095,SNUPN,NM_005701
4872,-21.901107753463105,KIAA0556,NM_015202
4873,-21.904329663751277,NOL11,NM_015462
4874,-21.906005065563246,MCM8,NM_001281521
4875,-21.906505676958236,ORC5,NM_002553
4876,-21.909082351192843,CANX,NM_001746
4877,-21.910216310027195,ALDH6A1,NM_001278594
4878,-21.910915771143948,NIPA2,NM_001184889
4879,-21.91118297672274,HIST1H2AE,NM_021052
4880,-21.91362288281443,ARL6IP5,NM_006407
4881,-21.91457492319984,ATG101,NM_021934
4882,-21.914666860899256,PSMC5,NM_001199163
4883,-21.914674766072995,CDC6,NM_001254
4884,-21.91473778541345,ZFYVE27,NM_144588
4885,-21.914824822176264,CEP89,NM_032816
4886,-21.917133914337835,FAM198B,NM_016613
4887,-21.91810286955019,EIF3K,NM_013234
4888,-21.91814794526404,CREBZF,NM_001039618
4889,-21.91850912502263,WARS2,NM_201263
4890,-21.91853368403994,POLR1C,NM_203290
4891,-21.921014474136115,ARL15,NM_019087
4892,-21.921308853405428,ADIPOR2,NM_024551
4893,-21.923054387319684,ZNF195,NM_001242841
4894,-21.923388416000076,PHGDH,NM_006623
4895,-21.925059651330084,EIF4A1,NM_001416
4896,-21.925658217406443,PRDX2,NM_005809
4897,-21.926010346396787,RPP30,NM_001104546
4898,-21.92616066989295,TPM3,NM_152263
4899,-21.926651217594337,DYNLT1,NM_006519
4900,-21.929643022607216,ZNF627,NM_001290083
4901,-21.93050056709426,CTDNEP1,NM_015343
4902,-21.931379311038707,SAP30,NM_003864
4903,-21.931837633684086,VBP1,NM_001303543
4904,-21.93231644183413,SMG9,NM_019108
4905,-21.932368121777074,ZRANB2,NM_005455
4906,-21.93357667678866,MRPL49,NM_004927
4907,-21.936177441084872,HLA-DRB1,NM_002124
4908,-21.93886191051756,DCAF11,NM_025230
4909,-21.941129970500242,KBTBD8,NM_032505
4910,-21.944889475537323,GLMP,NM_001256609
4911,-21.944926985557355,ACBD6,NM_032360
4912,-21.945304596023874,ZNF672,NM_024836
4913,-21.949811821740536,BPNT1,NM_006085
4914,-21.950737353645767,ARL13B,NM_001174150
4915,-21.952327843959594,RANBP3,NM_007322
4916,-21.9537371634916,ABCB6,NM_005689
4917,-21.954299849310704,ERCC4,NM_005236
4918,-21.954821988468442,PLEKHA2,NM_021623
4919,-21.95494411083286,BSCL2,NM_001122955
4920,-21.955438699631433,KIFAP3,NM_001204517
4921,-21.956119456837463,PMS2,NM_001322015
4922,-21.961414321419056,TNFAIP8L1,NM_001167942
4923,-21.962162754825084,DCK,NM_000788
4924,-21.962626835644336,HEATR6,NM_022070
4925,-21.96384170244597,RPS15A,NM_001019
4926,-21.964434536664672,TK1,NM_003258
4927,-21.965378362752787,CTU2,NM_001318507
4928,-21.96748380608591,IRF6,NM_006147
4929,-21.967725789529258,TSR2,NM_001346791
4930,-21.968592762157726,APPL2,NM_001251905
4931,-21.970046016146306,TMEM164,NM_032227
4932,-21.971093017048197,ZWILCH,NM_001287821
4933,-21.971951191298576,SETD1B,NM_001353345
4934,-21.973225137006224,TMEM101,NM_001304814
4935,-21.973315291486653,ATP5PB,NM_001688
4936,-21.973423771267203,ABCA7,NM_019112
4937,-21.974697125178693,STUB1,NM_001293197
4938,-21.97577225513601,ARV1,NM_001346992
4939,-21.97581301554855,TBP,NM_003194
4940,-21.976578009928026,EPB41,NM_203342
4941,-21.977652223582474,CAPG,NM_001747
4942,-21.97907422179642,PNRC1,NM_006813
4943,-21.980175050033473,POLE,NM_006231
4944,-21.981680459156244,WTAP,NM_004906
4945,-21.98337927050963,PLEKHB2,NM_001309452
4946,-21.983803419331508,NUDT22,NM_032344
4947,-21.984254181303683,ZNF581,NM_016535
4948,-21.98572033289753,MINK1,NM_001321236
4949,-21.986264185638593,SREK1,NM_139168
4950,-21.986529846969333,MAPK14,NM_139012
4951,-21.98688571558106,NAP1L1,NM_004537
4952,-21.987082924538036,DYNLL1,NM_001037494
