GeneName	AccNum	Chrom	mRNALength	ORFLength	fpUTR_length	tpUTR_length	sumIntronLengths
Clcn2	NM_009900	chr16	3645	2727	641	277	10026
Rap1b	NM_024457	chr10	1937	555	168	1214	29441
Olfr175-ps1	NM_147002	chr16	1029	927	102	0	1952
Ebp	NM_007898	chrX	1743	693	769	281	6441
Col23a1	NM_153393	chr11	5665	1599	207	3859	288341
Zic1	NM_009573	chr9	3350	1344	782	1224	2105
Slc34a3	NM_080854	chr2	2054	1806	94	154	3284
Glo1	NM_025374	chr17	1939	555	108	1276	17859
Cxcl13	NM_018866	chr5	1162	330	32	800	2968
Cxcl12	NM_001012477	chr6	5670	360	121	5189	7164
Cxcl15	NM_011339	chr5	2127	504	37	1586	6407
Cxcl14	NM_019568	chr13	1825	300	378	1147	6082
Cxcl17	NM_153576	chr7	760	360	106	294	12074
Myo9b	NM_001142322	chr8	7297	6387	171	739	80702
Ppm1g	NM_008014	chr5	2165	1629	123	413	15713
Rasgef1c	NM_001347462	chr11	2607	1410	493	704	75456
Gm16442	NM_001167148	chr7	924	924	0	0	0
Ssxb6	NM_001205108	chrX	522	513	5	4	5130
Ssxb1	NM_026492	chrX	875	513	181	181	7978
Gm16445	NM_001243032	chrX	971	702	151	118	3346
Ssxb3	NM_198898	chrX	604	513	46	45	5099
Ssxb2	NM_001001450	chrX	929	498	247	184	6455
Racgap1	NM_012025	chr15	3064	1887	285	892	28096
Bhlhe22	NM_021560	chr3	3190	1068	463	1659	0
Ssxb9	NM_199066	chrX	877	558	137	182	7534
Bysl	NM_016859	chr17	3854	1311	321	2222	8308
Osr2	NM_054049	chr15	1710	831	467	412	5484
Bhlhe23	NM_080641	chr2	2520	672	157	1691	0
Xlr3a	NM_001110784	chrX	1647	666	146	835	9156
Cnpy4	NM_178612	chr5	1781	738	50	993	4579
Cnpy3	NM_028065	chr17	1902	831	91	980	14602
Cnpy2	NM_019953	chr10	1017	549	342	126	3712
Srp54b	NM_001100109	chr12	3286	1515	509	1262	30824
Srp54c	NM_001100110	chr12	2516	1515	199	802	30027
Cdc42se1	NM_172395	chr3	3128	243	696	2189	4873
Dnajb14	NM_001033155	chr3	1851	1140	249	462	39406
Nes	NM_016701	chr3	6126	5595	110	421	3233
Dtx1	NM_008052	chr5	3715	1884	847	984	27691
Smg5	NM_178246	chr3	4447	3054	164	1229	21631
Adh1	NM_007409	chr3	1334	1128	74	132	11713
Lrrc3c	NM_001195544	chr11	902	768	134	0	394
Adh7	NM_009626	chr3	2079	1125	118	836	12191
Dtx2	NM_001256096	chr5	2658	1860	405	393	35423
Adh5	NM_007410	chr3	1604	1125	89	390	10803
Adh4	NM_011996	chr3	1312	1134	35	143	14084
Vps13a	NM_173028	chr19	11164	9501	164	1499	154404
Ankfy1	NM_009671	chr11	8034	3510	23	4501	74111
4932438A13Rik	NM_172679	chr3	15883	15018	372	493	174045
Smg9	NM_028047	chr7	2232	1563	270	399	20918
Smg8	NM_024262	chr11	3221	2976	24	221	5825
Met	NM_008591	chr6	6652	4140	355	2157	103372
Nrep	NM_053078	chr18	2223	207	321	1695	24393
Edem2	NM_145537	chr2	2294	1734	138	422	25509
Edem3	NM_001039644	chr1	6604	2796	193	3615	60351
Edem1	NM_138677	chr6	5858	1959	99	3800	24858
Atp2c2	NM_026922	chr8	3223	2835	156	232	54487
Sprr2a3	NM_001309382	chr3	852	252	175	425	3109
Atp2c1	NM_175025	chr9	4872	2757	418	1697	78900
Ppm1e	NM_177167	chr11	6315	2250	91	3974	125774
Alpk1	NM_027808	chr3	4795	3696	477	622	105423
Hdlbp	NM_133808	chr1	6347	3807	307	2233	66631
Fndc8	NM_030224	chr11	2081	966	50	1065	6512
Fndc9	NM_177075	chr11	2263	681	47	1535	2052
Gja1	NM_010288	chr10	3105	1149	232	1724	10015
Fndc4	NM_022424	chr5	2270	696	369	1205	1362
Fndc5	NM_027402	chr4	2763	630	80	2053	4832
Gpihbp1	NM_026730	chr15	797	687	21	89	759
Fndc7	NM_177091	chr3	5122	2214	302	2606	31209
Fndc1	NM_001081416	chr17	5846	5199	0	647	60561
2810428I15Rik	NM_025577	chr8	657	510	6	141	1787
Alpk2	NM_001037294	chr18	7247	6435	273	539	121110
Gm4214	NM_001167164	chr7	945	945	0	0	0
Msln	NM_018857	chr17	2115	1878	108	129	3600
Fer1l4	NM_001136556	chr2	6105	5985	0	120	27703
Fer1l5	NM_001277076	chr1	6318	6117	0	201	43502
Xxylt1	NM_198626	chr16	3111	1179	97	1835	122819
Gja6	NM_001001496	chrX	2017	852	198	967	2920
Clcn6	NM_011929	chr4	5181	2613	46	2522	29374
Egr2	NM_010118	chr10	2965	1413	352	1200	1355
Egr3	NM_001289925	chr14	3925	1050	167	2708	1244
Egr1	NM_007913	chr18	3072	1602	282	1188	678
Slc7a14	NM_172861	chr3	8840	2316	304	6220	98624
Egr4	NM_020596	chr6	2100	1437	145	518	321
Fmc1	NM_025363	chr6	441	342	12	87	4148
Pebp1	NM_018858	chr5	1182	564	21	597	3732
Oas2	NM_001347448	chr5	3957	2256	75	1626	15559
Uhrf1bp1	NM_001080769	chr17	8567	4290	244	4033	34967
Me1	NM_001198933	chr9	3335	1659	302	1374	102902
Eral1	NM_022313	chr11	2014	1314	24	676	4994
Smgc	NM_198927	chr15	2977	2202	41	734	20131
Me2	NM_145494	chr18	2455	1770	99	586	42898
Col24a1	NM_027770	chr3	7143	5202	636	1305	252397
Fam193a	NM_001243123	chr5	5541	4557	273	711	110985
Fam193b	NM_145382	chr13	4341	2337	1606	398	27464
Hsbp1	NM_024219	chr8	1165	231	38	896	3227
Wdr7	NM_001014981	chr18	7108	4470	238	2400	273957
Retnlb	NM_023881	chr16	696	318	241	137	1341
Gm5741	NM_001195531	chr8	328	219	88	21	87
Ccdc169	NM_001290138	chr3	2890	399	919	1572	32708
Fbxw24	NM_001013776	chr9	1490	1401	31	58	23454
Gm4297	NM_001100446	chrX	989	636	26	327	20067
Trit1	NM_025873	chr4	2059	1404	13	642	36279
Bsph2	NM_001080942	chr7	530	396	19	115	15672
Brms1l	NM_001037756	chr12	2566	972	138	1456	30804
Bsph1	NM_001033418	chr7	823	402	73	348	21787
Aasdhppt	NM_026276	chr9	2870	930	58	1882	11832
Ccdc77	NM_026028	chr6	2651	1470	159	1022	30497
Ccdc73	NM_177600	chr2	3944	3201	190	553	109470
Rasd1	NM_009026	chr11	1609	843	139	627	153
Ccdc71	NM_133744	chr9	3108	1302	152	1654	2320
Dpep1	NM_007876	chr8	2244	1233	257	754	13335
Slc32a1	NM_009508	chr2	2805	1578	484	743	2185
Prss12	NM_008939	chr3	2607	2286	246	75	57083
Ntsr2	NM_008747	chr12	1547	1251	30	266	5220
0610009O20Rik	NM_024179	chr18	2404	1533	120	751	9977
Sgta	NM_024499	chr10	1947	948	63	936	14135
Trpc2	NM_001109897	chr7	3342	2673	56	613	10407
Trpc3	NM_019510	chr3	3694	2733	188	773	65992
Trpc1	NM_011643	chr9	4574	2430	471	1673	40718
Ppm1a	NM_008910	chr12	2789	1149	441	1199	30941
Trpc7	NM_001302373	chr13	3674	1434	1574	666	119018
1700113H08Rik	NM_029685	chr10	1343	984	202	157	171211
Trpc5	NM_009428	chrX	8502	2928	403	5171	302352
Epg5	NM_001195633	chr18	9672	7719	33	1920	86889
Tspan18	NM_183180	chr2	3751	747	389	2615	128977
Nfatc1	NM_001164110	chr18	4896	2820	305	1771	101971
Nfatc2	NM_001136073	chr2	6828	2772	174	3882	107128
Rspry1	NM_026274	chr8	3849	1731	642	1476	54487
Nfatc4	NM_001168346	chr14	4019	2673	242	1104	5130
B3galnt2	NM_178640	chr13	3681	1515	131	2035	40714
B3galnt1	NM_020026	chr3	2267	996	259	1012	22775
Rbm41	NM_001172147	chrX	5621	1278	134	4209	51447
Tspan10	NM_145363	chr11	2064	999	148	917	2627
Tspan11	NM_026743	chr6	4209	762	268	3179	61201
Tspan12	NM_173007	chr6	2490	918	336	1236	78631
Tspan13	NM_025359	chr12	1923	615	165	1143	26001
Celsr3	NM_080437	chr9	11547	9906	0	1641	15103
Tspan15	NM_197996	chr10	3605	885	103	2617	42218
Celsr1	NM_009886	chr15	11050	9105	7	1938	123970
Mael	NM_175296	chr1	1546	1305	78	163	35814
Kcnj8	NM_008428	chr6	2548	1275	505	768	4230
Sowaha	NM_183173	chr11	3618	1647	288	1683	0
Sowahb	NM_175270	chr5	3900	2283	164	1453	0
Sowahc	NM_172939	chr10	4512	1539	122	2851	0
Sowahd	NM_173779	chrX	1574	984	79	511	0
Insrr	NM_011832	chr3	5102	3903	473	726	14049
Rbm44	NM_001033408	chr1	3851	3042	85	724	21842
Folr1	NM_001252552	chr7	1394	768	493	133	11064
Lrch4	NM_146164	chr5	3081	2043	84	954	8896
Rbm45	NM_153405	chr2	1897	1431	145	321	11887
Ankrd6	NM_001012450	chr4	4733	2139	516	2078	114738
Rhox11	NM_198598	chrX	805	621	162	22	7737
Epgn	NM_053087	chr5	1704	459	6	1239	5992
Rps27l	NM_001311101	chr9	598	318	99	181	2849
Ankrd2	NM_020033	chr19	1100	987	10	103	7973
Flad1	NM_177041	chr3	2188	1479	216	493	7003
Avp	NM_009732	chr2	611	507	47	57	1358
Ankrd9	NM_175207	chr12	2558	981	411	1166	1111
Omt2a	NM_001111286	chr9	1231	303	652	276	846
G3bp2	NM_001080794	chr5	4373	1449	288	2636	27081
Marcks	NM_008538	chr10	4186	930	391	2865	1498
Ndufa10	NM_024197	chr1	1209	1068	21	120	32831
Ndufa11	NM_027244	chr17	2661	432	78	2151	3826
Ndufa12	NM_025551	chr10	561	450	24	87	21379
Ccdc7a	NM_029061	chr8	1522	1116	394	12	83952
Wee2	NM_201370	chr6	2886	1668	366	852	21067
Thbd	NM_009378	chr2	3718	1734	242	1742	0
Vmn1r56	NM_030740	chr7	1832	933	131	768	0
Olfr1391	NM_146468	chr11	936	936	0	0	0
Kcnk1	NM_008430	chr8	2303	1011	358	934	33281
Olfr494	NM_146737	chr7	945	945	0	0	0
Olfr493	NM_146310	chr7	945	945	0	0	0
Olfr492	NM_146497	chr7	945	945	0	0	0
Ap5b1	NM_001033448	chr19	3092	2631	384	77	96
Olfr490	NM_146498	chr7	945	945	0	0	0
Xylb	NM_001199568	chr9	3908	957	972	1979	32509
Uba1	NM_001276316	chrX	4165	3177	322	666	20713
Ppm1n	NM_177691	chr7	1631	1215	25	391	1612
Resp18	NM_009049	chr1	750	528	108	114	5469
Gpatch11	NM_181649	chr17	4207	795	303	3109	8586
Oog4	NM_173773	chr4	1959	1293	379	287	11180
Oog3	NM_201258	chr4	1854	1503	45	306	3242
Oog2	NM_198661	chr4	1929	1431	161	337	4289
Oog1	NM_178657	chr12	1835	1491	73	271	4346
Cyp11b2	NM_009991	chr15	1625	1509	87	29	3684
Det1	NM_029585	chr7	2217	1653	115	449	17521
Esrra	NM_007953	chr19	2242	1269	199	774	8590
Abcd3	NM_008991	chr3	3399	1980	97	1322	52907
Abcd2	NM_011994	chr15	5540	2226	199	3115	40397
Clstn1	NM_023051	chr4	4489	2940	214	1335	57943
Clstn2	NM_022319	chr9	4351	2901	192	1258	584422
Clstn3	NM_153508	chr6	4007	2871	300	836	30022
Prss1	NM_053243	chr6	807	741	13	53	4050
Tmem130	NM_177735	chr5	2734	1260	46	1428	22930
Tmem131	NM_018872	chr1	6548	5634	182	732	140791
Pomp	NM_025624	chr5	734	426	61	247	14417
Slirp	NM_026958	chr12	419	339	34	46	5610
Tmem134	NM_001078649	chr19	1517	588	66	863	4831
Tmem135	NM_028343	chr7	3693	1377	199	2117	195374
Tmem138	NM_028411	chr19	1614	489	447	678	5295
Olfr1148	NM_001011519	chr2	945	945	0	0	0
Rapgef6	NM_001252494	chr11	8207	4821	205	3181	168235
Ccl8	NM_021443	chr11	511	294	52	165	1104
Ndufaf5	NM_027093	chr2	2732	1032	66	1634	31875
Ndufs1	NM_001160038	chr1	2927	2184	504	239	30304
Ndufaf7	NM_028611	chr17	2303	1311	30	962	8615
Ndufs3	NM_026688	chr2	940	792	74	74	9146
Ndufs4	NM_010887	chr13	1534	528	38	968	98766
Ndufs5	NM_001030274	chr4	509	321	76	112	4968
Ndufs6	NM_010888	chr13	506	351	36	119	8101
Pomc	NM_001278581	chr12	1214	708	331	175	4485
Ndufs8	NM_144870	chr19	1027	639	308	80	2885
Psenen	NM_025498	chr7	650	306	215	129	669
Atp6v1b2	NM_007509	chr8	2741	1536	57	1148	22241
Meox1	NM_010791	chr11	2208	762	349	1097	14637
Meox2	NM_008584	chr12	2348	912	285	1151	68635
Rapgef1	NM_001039087	chr2	6251	3675	283	2293	114393
Lyplal1	NM_146106	chr1	1577	720	60	797	28002
Olfr720	NM_146392	chr14	951	951	0	0	0
Olfr723	NM_001011530	chr14	1006	930	26	50	0
Olfr722	NM_146494	chr14	1582	927	39	616	6102
Olfr725	NM_146317	chr14	1110	966	99	45	0
Olfr724	NM_146492	chr14	1006	930	26	50	0
Olfr727	NM_146319	chr14	1035	975	26	34	0
Olfr726	NM_146316	chr14	966	966	0	0	0
Olfr729	NM_146278	chr14	972	972	0	0	0
Olfr728	NM_001011809	chr14	936	936	0	0	0
Ppm1l	NM_178726	chr3	3954	1083	649	2222	234525
Spata31	NM_030047	chr13	3233	3045	77	111	2557
Atp6v0e	NM_025272	chr17	796	246	79	471	22455
Spata33	NM_177279	chr8	518	399	103	16	8670
Bmyc	NM_023326	chr2	841	513	47	281	0
Corin	NM_016869	chr5	4863	3342	60	1461	199321
Vmn1r205	NM_134217	chr13	951	951	0	0	0
Vmn1r206	NM_134216	chr13	939	939	0	0	0
Vmn2r69	NM_001105182	chr7	2553	2553	0	0	6748
Vmn1r200	NM_134212	chr13	939	939	0	0	0
Vmn1r201	NM_134221	chr13	903	903	0	0	0
Vmn1r202	NM_134224	chr13	909	909	0	0	0
Vmn1r203	NM_134236	chr13	936	936	0	0	0
Ubap1l	NM_001111145	chr9	1381	1155	143	83	17937
Cbln3	NM_019820	chr14	4723	594	69	4060	614
Gm5868	NM_001024147	chr5	1380	438	131	811	4532
Vmn1r208	NM_134218	chr13	927	927	0	0	0
Vmn1r209	NM_001013787	chr13	939	939	0	0	0
Tmem243	NM_001081029	chr5	988	357	224	407	17259
Gm7714	NM_001110779	chr5	685	396	96	193	13232
Zc3h15	NM_026934	chr2	1962	1281	75	606	18077
Gm15293	NM_001177486	chr8	282	282	0	0	561
AA792892	NM_178894	chr5	1212	837	136	239	5783
Creg2	NM_170597	chr1	5799	867	242	4690	26978
Btrc	NM_001037758	chr19	6325	1818	105	4402	163285
Atp1b2	NM_013415	chr11	2959	873	588	1498	3252
Prol1	NM_008644	chr5	1166	939	101	126	10340
Rpl7l1	NM_025433	chr17	2606	741	24	1841	6144
Atp1b1	NM_009721	chr1	2590	915	498	1177	18667
Lrrc27	NM_027164	chr7	2107	1572	328	207	27879
Lrrc26	NM_146117	chr2	1207	996	78	133	76
Lrrc25	NM_153074	chr8	1273	894	192	187	2734
Lrrc24	NM_198119	chr15	1904	1566	242	96	4994
Arfgap2	NM_001166024	chr2	3409	1605	218	1586	8848
Clptm1	NM_019649	chr7	4131	1995	25	2111	29320
Lrrc20	NM_153542	chr10	2621	555	122	1944	103775
Mvb12b	NM_175184	chr2	4995	954	552	3489	152996
Mvb12a	NM_028617	chr8	1062	816	44	202	4035
Zfp36l2	NM_001001806	chr17	3532	1455	253	1824	487
Lrrc29	NM_177449	chr8	1923	501	985	437	12014
Lrrc28	NM_175124	chr7	2928	1104	128	1696	128899
Lars	NM_134137	chr18	3806	3537	105	164	55917
Vmn2r61	NM_001105058	chr7	2598	2598	0	0	38105
Gas2l1	NM_030228	chr11	3960	1035	391	2534	7237
Gas2l3	NM_001079876	chr10	6748	2052	316	4380	28397
Gas2l2	NM_001013759	chr11	2943	2583	93	267	4944
Med13l	NM_001347445	chr5	9322	6651	67	2604	195397
Lima1	NM_001113545	chr15	4245	2262	154	1829	92744
Gm14434	NM_001101804	chr2	4538	1497	132	2909	11841
Pard3	NM_001309391	chr8	5815	4005	298	1512	542416
Ccny	NM_026484	chr18	4017	1026	479	2512	132090
1700007K09Rik	NM_027037	chr7	676	360	148	168	2893
Gm14430	NM_001100415	chr2	4538	1497	132	2909	11849
Ang4	NM_177544	chr14	695	435	97	163	9004
Ugt1a6b	NM_201410	chr1	2293	1596	123	574	113449
Cux2	NM_007804	chr5	5113	4281	453	379	182497
Olfr1359	NM_001011820	chr13	942	942	0	0	0
Ang2	NM_007449	chr14	438	438	0	0	0
Ang3	NM_001123394	chr14	697	438	97	162	5315
Olfr1352	NM_147071	chr10	1174	930	244	0	2498
Olfr1353	NM_147042	chr10	1266	930	304	32	6038
Olfr1350	NM_146389	chr7	927	927	0	0	0
Ccno	NM_001081062	chr13	1876	1059	96	721	1101
Olfr1356	NM_146308	chr10	963	963	0	0	0
Olfr1357	NM_001011737	chr10	1160	942	189	29	5246
Ccnj	NM_172839	chr19	3817	1140	205	2472	13475
Olfr1355	NM_207571	chr10	1148	933	215	0	3410
Olfr507	NM_146743	chr7	951	951	0	0	0
Hnrnpa3	NM_146130	chr2	5224	1140	59	4025	4925
Hnrnpa0	NM_029872	chr13	2678	918	243	1517	0
Hnrnpa1	NM_001039129	chr15	1960	1122	117	721	2606
Rin1	NM_145495	chr19	4176	2292	51	1833	2088
Siva1	NM_013929	chr12	782	528	139	115	3543
Rin3	NM_177620	chr12	3865	2943	212	710	103916
Rin2	NM_028724	chr2	4657	2577	387	1693	96844
F830045P16Rik	NM_177653	chr2	1925	1464	140	321	76319
Zap70	NM_001289765	chr1	2290	1857	197	236	13597
Mlkl	NM_001310613	chr8	2030	1419	384	227	24378
Wbp2	NM_016852	chr11	1795	786	39	970	6597
H2-Q4	NM_001143689	chr17	1793	1065	27	701	3265
Abcc3	NM_029600	chr11	5002	4569	61	372	44680
Zpbp	NM_015785	chr11	3845	1227	55	2563	178535
Wbp4	NM_018765	chr14	3452	1131	336	1985	17880
Tas2r116	NM_053212	chr6	918	918	0	0	0
Tas2r117	NM_207021	chr6	993	993	0	0	0
Tas2r114	NM_207019	chr6	930	930	0	0	0
Afdn	NM_010806	chr17	7383	5463	133	1787	137871
A530016L24Rik	NM_177039	chr12	2636	498	274	1864	7844
Asah2	NM_018830	chr19	4818	2271	440	2107	113672
2310009A05Rik	NM_001308425	chr9	499	174	219	106	2566
Clint1	NM_001346760	chr11	3452	1926	188	1338	55210
C1galt1c1	NM_021550	chrX	1507	951	172	384	2854
Tas2r118	NM_207022	chr6	900	900	0	0	0
Tas2r119	NM_020503	chr15	1006	1005	1	0	0
Dhdh	NM_027903	chr7	2738	1002	33	1703	12496
Apof	NM_133997	chr10	1930	981	757	192	225
Rgcc	NM_025427	chr14	914	414	138	362	11972
Olfr871	NM_146903	chr9	1147	936	144	67	0
Desi2	NM_024282	chr1	4213	585	499	3129	60968
Hmbs	NM_013551	chr9	1596	1086	186	324	6285
Fam155a	NM_001347127	chr8	3326	1137	139	2050	561826
Gcnt3	NM_028087	chr9	4301	1314	512	2475	2292
Olfr874	NM_146882	chr9	933	933	0	0	0
Picalm	NM_146194	chr7	4174	1983	341	1850	75042
Olfr876	NM_146883	chr9	1048	933	24	91	0
Cdc5l	NM_152810	chr17	2991	2409	272	310	38827
Romo1	NM_025946	chr2	550	240	226	84	1012
Zc4h2	NM_001289696	chrX	2256	591	205	1460	17060
Gif	NM_008118	chr19	1532	1254	88	190	14357
Gm6040	NM_001025353	chr8	857	192	144	521	4725
Higd2a	NM_025933	chr13	613	321	35	257	304
Mx2	NM_013606	chr16	2417	1968	119	330	22400
Rest	NM_011263	chr5	4266	3249	304	713	13938
BC004004	NM_030561	chr17	2809	1047	325	1437	31291
Rinl	NM_177158	chr7	2873	1692	70	1111	7124
Alox5ap	NM_009663	chr5	1014	486	109	419	22136
Hist2h3b	NM_178215	chr3	502	411	40	51	0
9930012K11Rik	NM_001004155	chr14	1986	1101	122	763	3112
Serpinf1	NM_011340	chr11	1494	1254	135	105	11101
Impact	NM_008378	chr18	3432	957	85	2390	17265
Tsen34	NM_001164204	chr7	1555	951	284	320	5871
Ptrh1	NM_178595	chr2	913	615	9	289	860
Olfr148	NM_146505	chr9	933	933	0	0	0
Gulp1	NM_028450	chr1	2976	915	246	1815	242190
Cyp8b1	NM_010012	chr9	1950	1503	41	406	0
Serpinf2	NM_008878	chr11	2192	1476	49	667	5574
Trappc3	NM_013718	chr4	1256	543	91	622	12223
Taco1	NM_027346	chr11	1337	885	141	311	6169
Slc22a4	NM_019687	chr11	2285	1662	128	495	42705
Slc22a5	NM_011396	chr11	3105	1674	164	1267	24057
Slc22a6	NM_008766	chr19	4026	1638	300	2088	6278
Slc22a7	NM_144856	chr17	2007	1623	88	296	4286
Synj1	NM_001164483	chr16	7085	4824	118	2143	68127
Slc22a1	NM_009202	chr17	1993	1671	179	143	24971
Slc22a2	NM_013667	chr17	2138	1662	92	384	42162
Synj2	NM_001113353	chr17	5886	4440	171	1275	92225
Pcdhac1	NM_001003671	chr18	5296	2895	0	2401	92226
Olfr149	NM_207138	chr9	936	936	0	0	0
Mkks	NM_021527	chr2	3194	1713	996	485	14432
Slc22a8	NM_031194	chr19	3479	1614	307	1558	17103
2310039H08Rik	NM_025966	chr17	773	345	178	250	0
Pnpla8	NM_026164	chr12	4404	2331	237	1836	39878
Dusp28	NM_175118	chr1	1491	492	66	933	141
Dnajb9	NM_013760	chr12	1865	669	139	1057	2307
Dnajb8	NM_019964	chr6	989	684	216	89	0
Sgms2	NM_028943	chr3	5790	1098	571	4121	20148
Ppp1r12b	NM_001081307	chr1	3137	2979	158	0	186861
Dnajb3	NM_008299	chr1	1017	729	70	218	0
Dnajb2	NM_001159883	chr1	3053	975	199	1879	6217
Dnajb1	NM_018808	chr8	3014	1023	157	1834	1465
Dnajb7	NM_021317	chr15	1186	939	139	108	0
Alkbh7	NM_025538	chr17	935	666	25	244	1063
Cdr2l	NM_001080929	chr11	3700	1398	407	1895	10517
Dnajb4	NM_027287	chr3	2570	1014	280	1276	23643
Apoe	NM_001305843	chr7	1343	936	271	136	1602
Wdr74	NM_134139	chr19	1204	1155	3	46	3582
Pebp4	NM_028560	chr14	1092	729	187	176	218420
Hist1h1e	NM_015787	chr13	782	660	61	61	0
Gstm1	NM_010358	chr3	1294	657	198	439	4430
Xrcc1	NM_009532	chr7	2155	1896	159	100	24134
Wdr70	NM_001081402	chr15	2151	1974	66	111	224004
Wdr73	NM_028026	chr7	2114	1116	44	954	8433
Xrcc2	NM_020570	chr5	3215	837	81	2297	12767
Xrcc5	NM_009533	chr1	2556	2199	126	231	84977
Rnf112	NM_009548	chr11	3098	1965	143	990	2478
Wdr77	NM_027432	chr3	3553	1029	86	2438	6710
Wdr76	NM_030234	chr2	4244	1575	372	2297	33893
Hmces	NM_173737	chr6	1407	1062	58	287	21231
Mgarp	NM_026358	chr3	1230	852	39	339	6905
Camsap2	NM_001081360	chr1	7823	4437	667	2719	70159
Camsap3	NM_001347111	chr8	4374	3840	362	172	17252
Camsap1	NM_001276361	chr2	8041	4809	344	2888	48404
Ptcd2	NM_026873	chr13	1675	1146	9	520	23355
Ptcd3	NM_027275	chr6	2595	2058	22	515	25530
4933402D24Rik	NM_001256158	chr1	1756	504	62	1190	12603
Ptcd1	NM_133735	chr5	3219	2088	177	954	16508
Hs6st1	NM_015818	chr1	3719	1236	258	2225	34328
Hs6st2	NM_001077202	chrX	4792	1959	0	2833	290174
Hs6st3	NM_015820	chr14	1784	1413	150	221	729767
Gm5916	NM_001167587	chr9	1142	309	89	744	7704
Col4a3bp	NM_023420	chr13	5363	1875	429	3059	92070
Ncstn	NM_021607	chr1	2855	2127	67	661	13882
Gstm7	NM_026672	chr3	1305	657	91	557	4107
Btbd35f11	NM_001085551	chrX	1960	1497	85	378	0
Abcc5	NM_013790	chr16	5810	4311	199	1300	89281
Amot	NM_153319	chrX	6958	3381	0	3577	34258
Slc16a1	NM_009196	chr3	4430	1482	208	2740	15369
Tdrd9	NM_029056	chr12	4809	4152	83	574	92487
Rpl23a	NM_207523	chr11	560	471	41	48	2090
Tdrd3	NM_001253755	chr14	5762	2151	225	3386	92848
Tdrd1	NM_001002241	chr19	5187	3519	358	1310	34114
Tdrd7	NM_001290475	chr4	3658	3360	49	249	65773
Tdrd6	NM_001161366	chr17	7062	6408	144	510	7903
Tdrd5	NM_001134741	chr1	3443	3123	42	278	44611
Nepn	NM_025684	chr10	1823	1539	32	252	11174
Atp6v0a4	NM_080467	chr6	3285	2502	276	507	72819
Ctdp1	NM_026295	chr18	3685	2883	121	681	58024
Alox15	NM_009660	chr11	2414	1992	26	396	5471
Atp6v0a1	NM_001243051	chr11	4009	2520	177	1312	50257
Atp6v0a2	NM_011596	chr5	5344	2571	122	2651	119849
Gm8298	NM_001243003	chr3	1206	1206	0	0	15057
Kif5c	NM_008449	chr2	6840	2871	348	3621	148625
LOC102638913	NM_001347484	chr6	602	528	16	58	4486
B3gat1	NM_001310766	chr9	3721	1044	461	2216	23822
Acad11	NM_175324	chr9	3348	2340	58	950	60596
Zfp62	NM_001024846	chr11	4027	2724	294	1009	11290
Zfp61	NM_009561	chr7	2347	1668	668	11	6157
Zfp60	NM_009560	chr7	4057	2115	276	1666	16224
Olfr714	NM_147033	chr7	954	954	0	0	0
Mcm7	NM_008568	chr5	2396	2160	106	130	4878
Nog	NM_008711	chr11	1922	699	539	684	0
Olfr715	NM_146780	chr7	1131	948	91	92	0
Ints6l	NM_172779	chrX	3808	2586	367	855	49197
Gm5148	NM_198657	chr3	1215	465	335	415	8956
Mycbpap	NM_170671	chr11	2928	2799	57	72	17228
Gm3409	NM_001243113	chr5	1154	948	28	178	1626
Zfp607a	NM_001024726	chr7	3511	2061	192	1258	16730
Ctgf	NM_010217	chr10	2402	1047	284	1071	839
Zfp607b	NM_001112731	chr7	4610	1947	248	2415	12533
Ncdn	NM_011986	chr4	3701	2190	426	1085	5979
Hbp1	NM_177993	chr12	3045	1425	325	1295	18108
Olfr711	NM_147035	chr7	1359	945	384	30	2725
7420461P10Rik	NM_001177581	chr1	741	432	104	205	10236
Tor4a	NM_146115	chr2	3428	1281	258	1889	666
Kcnq4	NM_001081142	chr4	2512	2091	0	421	47192
Gfod2	NM_027469	chr8	2036	1158	239	639	40459
Gfod1	NM_001033399	chr13	6654	1173	675	4806	102000
Gm16381	NM_001166062	chr12	682	222	339	121	4177
Cort	NM_007745	chr4	677	330	117	230	1053
Plcg2	NM_172285	chr8	4314	3798	201	315	132554
Plcg1	NM_021280	chr2	4435	3909	134	392	40016
Usp9y	NM_148943	chrY	8094	7671	418	5	152728
Dhx58	NM_030150	chr11	2412	2037	102	273	6976
Mfap3l	NM_001177881	chr8	6480	1230	474	4776	15148
Mccc2	NM_030026	chr13	2124	1692	125	307	64984
Mccc1	NM_023644	chr3	2979	2154	121	704	38391
1700029J07Rik	NM_001033148	chr8	2740	951	1649	140	18907
Rnf14	NM_001164621	chr18	3353	1458	658	1237	17692
Rnf17	NM_001033043	chr14	5147	4923	4	220	117188
Rnf10	NM_001302448	chr5	3115	2418	482	215	28011
Rnf11	NM_013876	chr4	2132	465	273	1394	21517
Rnf13	NM_001113413	chr3	2872	1146	151	1575	96492
Srrt	NM_031405	chr5	3024	2628	269	127	8947
Gm10439	NM_001037716	chrX	1803	1302	45	456	40218
Pear1	NM_001289601	chr3	4510	2349	1112	1049	15347
Nckap5l	NM_001001884	chr15	4854	3972	217	665	30861
Slamf7	NM_144539	chr1	3977	1002	453	2522	16658
Pilrb1	NM_133209	chr5	1020	675	105	240	4883
Slamf6	NM_030710	chr1	2443	996	171	1276	23889
Lrat	NM_023624	chr3	5349	696	262	4391	6044
