AccNum,Efficiency
NM_030758,89
NM_001168368,89
NM_022479,74
NM_001329096,49
NM_054110,109
NM_024642,NaN
NM_052917,82
NM_002334,80
NM_022087,105
NM_001263,103
NM_004631,86
NM_182640,102
NM_020647,87
NM_198516,86
NM_138785,86
NM_001198910,54
NM_014264,108
NM_002119,114
NM_002120,112
NM_145046,99
NM_012208,68
NM_001277961,88
NM_001169117,NaN
NM_032208,102
NM_058172,84
NM_016733,107
NM_207310,82
NM_001349042,82
NM_002314,33
NM_005980,96
NM_001004758,NaN
NM_002374,118
NM_007120,112
NM_001278543,75
NM_207577,129
NM_003980,100
NM_002375,128
NM_001136152,105
NM_033199,110
NM_001256658,96
NM_004057,86
NM_001039580,98
NM_001136508,77
NM_003213,NaN
NM_015967,77
NM_015466,66
NM_001042357,84
NM_007039,84
NM_024310,81
NM_006005,88
NM_024613,80
NM_015379,66
NM_001287258,93
NM_003465,90
NM_014161,106
NM_002705,97
NM_001641,79
NM_014481,116
NM_000998,98
NM_005025,119
NM_001319209,81
NM_144569,82
NM_001350939,80
NM_170606,88
NM_014727,NaN
NM_001197104,119
NM_001282450,75
NM_182931,90
NM_003482,NaN
NM_194284,70
NM_001111319,114
NM_014763,103
NM_001001346,124
NM_001256015,72
NM_001185149,NaN
NM_145808,73
NM_031934,101
NM_001099439,70
NM_001001802,NaN
NM_178862,111
NM_005286,NaN
NM_005424,73
NM_001039127,72
NM_001355223,NaN
NM_182515,49
NM_017872,96
NM_001159279,78
NM_001195605,75
NM_198526,72
NM_001278636,98
NM_001137674,92
NM_182633,78
NM_145912,74
NM_001198903,91
NM_001350332,82
NM_001123066,123
NM_000858,81
NM_001242791,96
NM_014141,106
NM_002122,85
NM_020056,101
NM_020713,93
NM_001243780,82
NM_001109977,44
NM_130388,90
NM_000637,79
NM_001142733,61
NM_133259,115
NM_138368,NaN
NM_032464,77
NM_212556,NaN
NM_001018136,93
NM_014674,120
NM_003803,91
NM_001360,102
NM_032977,86
NM_001005486,NaN
NM_173849,67
NM_001163438,73
NM_012114,83
NM_001004311,NaN
NM_002799,113
NM_001272093,79
NM_130777,84
NM_018949,106
NM_153371,106
NM_001173524,67
NM_138715,86
NM_007208,53
NM_001048249,112
NM_001080483,75
NM_001008536,67
NM_001318471,57
NM_030613,71
NM_153018,107
NM_001130969,107
NM_001145678,81
NM_002995,94
NM_001282492,108
NM_015057,110
NM_001244898,78
NM_001300987,34
NM_002819,72
NM_012343,110
NM_001104546,116
NM_173660,108
NM_001004136,NaN
NM_182522,41
NM_015381,99
NM_178539,90
NM_001004440,67
NM_213609,122
NM_000189,100
NM_002115,59
NM_001322365,97
NM_001102658,62
NM_001174051,95
NM_018398,112
NM_021949,93
NM_001330611,84
NM_001001396,92
NM_020236,105
NM_002108,71
NM_002004,76
NM_001271641,85
NM_016569,37
NM_007136,92
NM_006528,75
NM_001199729,112
NM_003168,122
NM_012175,107
NM_001013623,111
NM_019001,104
NM_001317960,76
NM_001136042,96
NM_004608,105
NM_080833,75
NM_000765,77
NM_000594,81
NM_001142522,92
NM_130900,116
NM_006399,75
NM_002915,80
NM_001005187,NaN
NM_001321120,94
NM_139179,74
NM_002568,91
NM_030979,96
NM_001135653,87
NM_080832,103
NM_001289003,89
NM_001184772,87
NM_133637,94
NM_001308007,83
NM_139078,99
NM_001243926,68
NM_004759,100
NM_001198954,64
NM_003477,105
NM_001326477,115
NM_032417,83
NM_001190765,79
NM_014663,111
NM_022130,96
NM_152357,80
NM_001271593,85
NM_014602,104
NM_003629,92
NM_138352,113
NM_181523,77
NM_001281495,88
NM_000925,111
NM_144660,129
NM_017654,127
NM_006316,102
NM_001308268,113
NM_001201475,82
NM_001004714,NaN
NM_000452,97
NM_001005272,62
NM_002040,106
NM_001040105,65
NM_014364,87
NM_007031,98
NM_006460,117
NM_001308339,96
NM_001348750,97
NM_001303439,99
NM_002160,97
NM_145055,89
NM_001012277,90
NM_001128636,101
NM_001002925,NaN
NM_024803,84
NM_001010893,NaN
NM_001006939,80
NM_022901,94
NM_005824,86
NM_001272036,114
NM_001135057,68
NM_001351733,92
NM_201550,75
NM_005588,105
NM_152672,77
NM_178859,74
NM_001323563,99
NM_177543,113
NM_198947,114
NM_001314050,80
NM_000537,77
NM_178570,110
NM_145040,87
NM_032174,97
NM_002866,107
NM_001319173,77
NM_024921,88
NM_003638,84
NM_001080462,80
NM_000202,68
NM_022661,83
NM_001199196,63
NM_018711,79
NM_002981,111
NM_001304964,93
NM_001270396,71
NM_207381,103
NM_001322795,97
NM_001242607,103
NM_001352592,80
NM_024575,67
NM_003105,120
NM_001320848,60
NM_001242331,NaN
NM_024742,104
NM_173482,84
NM_001167942,69
NM_174923,116
NM_001345867,84
NM_001252383,66
NM_053045,88
NM_001256861,NaN
NM_138371,101
NM_001242328,NaN
NM_001242330,NaN
NM_001242327,NaN
NM_001242326,NaN
NM_001308632,NaN
NM_001256879,106
NM_006591,103
NM_021173,81
NM_033238,52
NM_007085,83
NM_001001330,88
NM_001271803,69
NM_182643,87
NM_016607,42
NM_001329556,68
NM_013393,116
NM_018146,108
NM_001290046,90
NM_001318477,108
NM_173829,116
NM_021733,107
NM_000984,123
NM_001243351,84
NM_152522,76
NM_006407,79
NM_001278380,91
NM_015161,114
NM_003516,82
NM_000744,67
NM_000745,103
NM_004198,113
NM_001190455,95
NM_005246,103
NM_002005,105
NM_000742,98
NM_000743,102
NM_015946,84
NM_002667,82
NM_001352059,78
NM_017581,83
NM_001318852,95
NM_020529,93
NM_001322929,83
NM_001194998,82
NM_002032,88
NM_030621,54
NM_021243,97
NM_002166,91
NM_002167,91
NM_181353,106
NM_001010872,79
NM_001310338,53
NM_001010911,114
NM_145719,74
NM_001271049,114
NM_001199282,118
NM_001331238,85
NM_001275,79
NM_001819,92
NM_002963,75
NM_006016,81
NM_001004134,NaN
NM_002444,72
NM_001304499,107
NM_005098,83
NM_015490,86
NM_001318120,88
NM_005080,87
NM_001349542,69
NM_001242811,48
NM_019644,84
NM_014391,100
NM_001346793,73
NM_014691,105
NM_001348651,75
NM_005270,77
NM_000168,89
NM_001003895,113
NM_005269,97
NM_002959,77
NM_001102467,96
NM_138465,113
NM_000145,112
NM_017878,107
NM_023075,117
NM_033510,81
NM_139312,101
NM_012392,104
NM_001190468,101
NM_031490,81
NM_002607,84
NM_001850,111
NM_004793,100
NM_025208,110
NM_005513,106
NM_014321,85
NM_001190879,77
NM_002553,78
NM_006190,79
NM_181837,111
NM_014855,104
NM_004153,109
NM_033317,94
NM_198537,86
NM_001290983,74
NM_001135773,69
NM_001310156,59
NM_003837,93
NM_001048199,87
NM_018715,81
NM_001199760,118
NM_001025357,93
NM_001145132,88
NM_025087,68
NM_014442,96
NM_014441,96
NM_005380,92
NM_001278464,88
NM_001245,73
NM_014385,84
NM_016724,110
NM_000803,77
NM_001143679,100
NM_152794,70
NM_005086,92
NM_001168214,NaN
NM_015633,85
NM_001351504,48
NM_001308036,86
NM_001114118,99
NM_032207,123
NM_198097,115
NM_001182,106
NM_001304953,73
NM_022567,39
NM_152402,83
NM_006762,72
NM_004048,74
NM_000028,87
NM_001005162,NaN
NM_001350494,79
NM_002155,112
NM_001164415,70
NM_001286550,92
NM_018228,107
NM_020764,91
NM_021969,93
NM_000475,102
NM_003539,NaN
NM_001031701,97
NM_003541,NaN
NM_004863,94
NM_018327,107
NM_001005516,NaN
NM_006415,119
NM_152513,129
NM_002858,106
NM_005164,94
NM_020325,118
NM_001286577,114
NM_001321807,86
NM_003425,96
NM_001353549,75
NM_001256648,46
NM_001168221,78
NM_007130,114
NM_033440,97
NM_001316722,NaN
NM_001214909,73
NM_001147,71
NM_002204,95
NM_000847,107
NM_002904,102
NM_001042576,87
NM_031466,70
NM_014939,111
NM_002638,81
NM_001012977,111
NM_001017361,76
NM_021210,91
NM_001270896,92
NM_001011658,85
NM_174894,70
NM_001318492,74
NM_006262,76
NM_001188,107
NM_031488,62
NM_001004297,58
NM_015985,65
NM_001891,96
NM_005212,94
NM_006442,68
NM_016445,69
NM_001098413,84
NM_001202439,100
NM_001355256,78
NM_030651,83
NM_001355428,99
NM_022134,107
NM_024758,98
NM_018430,90
NM_001127713,100
NM_005022,97
NM_183075,79
NM_001081442,95
NM_001278426,90
NM_001320960,95
NM_005874,95
NM_006669,95
NM_012079,101
NM_032564,101
NM_001018025,125
NM_001128592,70
NM_015527,76
NM_001291825,69
NM_018013,97
NM_001320795,69
NM_020232,115
NM_032302,66
NM_023922,NaN
NM_014238,86
NM_173598,94
NM_032160,35
NM_001317805,53
NM_001287682,95
NM_001129778,71
NM_001355274,82
NM_020699,87
NM_032345,74
NM_147164,112
NM_001059,109
NM_001057,95
NM_001058,81
NM_139318,79
NM_001004745,NaN
NM_033272,74
NM_030779,74
NM_172362,103
NM_012284,77
NM_000238,86
NM_000943,101
NM_144633,70
NM_017918,97
NM_001010979,87
NM_180989,109
NM_001004746,NaN
NM_001300981,41
NM_001018067,89
NM_015316,96
NM_001308421,111
NM_145288,79
NM_145268,106
NM_006219,57
NM_017860,56
NM_004951,80
NM_005574,77
NM_001404,104
NM_001350234,83
NM_019104,104
NM_000498,NaN
NM_001352407,106
NM_001329944,87
NM_144736,82
NM_001354525,41
NM_202002,105
NM_006336,112
NM_199069,112
NM_001351502,100
NM_007160,71
NM_001318014,71
NM_001353403,85
NM_017686,43
NM_018972,114
NM_152457,116
NM_001348050,76
NM_181506,80
NM_001018104,72
NM_004483,119
NM_016302,110
NM_001261826,94
NM_001282382,129
NM_001195736,71
NM_015284,114
NM_014974,115
NM_199351,81
NM_001039570,84
NM_001199799,104
NM_016433,108
NM_001145402,102
NM_080752,76
NM_177534,80
NM_177552,80
NM_177528,80
NM_003658,124
NM_001199679,75
NM_001308231,78
NM_021570,95
NM_002183,63
NM_001256394,79
NM_001164761,107
NM_015503,109
NM_001353233,90
NM_001033503,82
NM_022917,99
NM_005806,68
NM_001282931,72
NM_001276319,56
NM_138983,102
NM_032270,101
NM_001483,117
NM_003634,108
NM_001005211,NaN
NM_001321178,73
NM_014138,64
NM_001080438,NaN
NM_178545,113
NM_001288654,102
NM_024587,108
NM_001294,113
NM_001178010,104
NM_001010873,39
NM_004681,65
NM_001039802,112
NM_023920,70
NM_018161,97
NM_052891,89
NM_052890,94
NM_005091,89
NM_001612,91
NM_001129979,115
NM_020393,87
NM_001320642,39
NM_018688,82
NM_001290009,75
NM_000737,81
NM_015668,69
NM_001039152,75
NM_170587,74
NM_000110,104
NM_014233,86
NM_001317906,96
NM_031299,97
NM_019589,103
NM_031942,78
NM_017955,100
NM_015110,117
NM_004556,38
NM_020142,113
NM_001170747,75
NM_002055,90
NM_001164460,60
NM_021995,73
NM_001278795,109
NM_001005212,112
NM_020945,63
NM_001257965,93
NM_001256440,76
NM_001204848,66
NM_001128159,91
NM_001004699,90
NM_174882,90
NM_032306,112
NM_018406,100
NM_018990,102
NM_001349698,118
NM_001346506,106
NM_001080140,83
NM_004918,118
NM_021966,101
NM_017758,102
NM_001080144,83
NM_001080145,83
NM_001080146,83
NM_001101401,81
NM_148923,106
NM_030579,104
NM_001080139,83
NM_006236,110
NM_000043,106
NM_025137,104
NM_020962,91
NM_001164496,90
NM_006120,112
NM_001308054,55
NM_080737,89
NM_178864,92
NM_001193308,49
NM_001242394,114
NM_032943,108
NM_001004757,92
NM_152594,76
NM_181784,100
NM_002820,111
NM_018462,113
NM_181606,94
NM_001004473,NaN
NM_001004462,NaN
NM_001003665,71
NM_001243531,97
NM_001005466,98
NM_001002036,NaN
NM_001005463,54
NM_001205019,81
NM_001001656,NaN
NM_001321244,70
NM_024927,58
NM_172069,112
NM_020715,127
NM_032871,93
NM_024939,103
NM_017697,110
NM_054021,NaN
NM_021975,71
NM_004494,76
NM_004676,106
NM_020956,64
NM_005857,99
NM_032479,111
NM_001330602,133
NM_031461,107
NM_016622,116
NM_031903,111
NM_004891,104
NM_145212,95
NM_001258459,103
NM_001131007,114
NM_001204118,111
NM_001244438,73
NM_001309516,33
NM_017811,94
NM_080794,73
NM_001044369,116
NM_002257,79
NM_001252271,64
NM_001030047,79
NM_001302961,69
NM_012427,113
NM_001040283,58
NM_005046,92
NM_032361,113
NM_012315,86
NM_005131,90
NM_001285404,36
NM_024339,77
NM_001002878,78
NM_001173489,85
NM_002063,92
NM_001316335,90
NM_001352299,115
NM_001136509,67
NM_001136501,74
NM_138328,100
NM_001077624,66
NM_001318733,106
NM_003498,91
NM_001003819,84
NM_001142777,114
NM_000862,104
NM_005667,79
NM_002454,80
NM_006678,100
NM_012479,93
NM_007261,78
NM_024534,108
NM_012205,86
NM_148898,97
NM_004260,65
NM_001346120,75
NM_001349338,103
NM_033544,118
NM_018667,81
NM_015460,87
NM_001321772,83
NM_001143887,77
NM_001316354,127
NM_024099,100
NM_006512,88
NM_006833,111
NM_006593,99
NM_000331,93
NM_006837,110
NM_014630,102
NM_016258,81
NM_017798,79
NM_001042416,78
NM_138417,79
NM_001113498,84
NM_031961,96
NM_178167,106
NM_001286522,86
NM_000262,93
NM_001293228,61
NM_001033081,79
NM_148842,126
NM_001319988,118
NM_015174,104
NM_001085430,101
NM_001303013,55
NM_007015,93
NM_001135055,73
NM_001349252,89
NM_001330393,112
NM_025107,22
NM_016231,55
NM_001287742,87
NM_001351607,91
NM_014875,75
NM_001331210,111
NM_181843,82
NM_024047,117
NM_012249,114
NM_001111283,98
NM_000108,112
NM_198949,36
NM_001161,111
NM_006703,90
NM_199040,68
NM_001321648,108
NM_007083,80
NM_001243657,79
NM_001329239,97
NM_020648,93
NM_153330,116
NM_001271934,91
NM_002060,97
NM_003258,78
NM_015157,75
NM_001134438,68
NM_198850,98
NM_022802,72
NM_020117,117
NM_016257,86
NM_148894,94
NM_001687,84
NM_006886,64
NM_001257335,81
NM_001686,97
NM_001001973,106
NM_002397,98
NM_001145785,95
NM_001352615,107
NM_014375,99
NM_005920,104
NM_005823,113
NM_032875,72
NM_153686,79
NM_203373,74
NM_001294145,95
NM_001291163,91
NM_001353819,81
NM_024794,70
NM_207459,89
NM_001352239,109
NM_014487,77
NM_001286050,106
NM_001350162,74
NM_001201457,72
NM_001003,98
NM_053275,66
NM_001003811,67
NM_017746,111
NM_031275,81
NM_145273,86
NM_001289086,67
NM_001115152,88
NM_174892,90
NM_005448,87
NM_004959,81
NM_016390,110
NM_001195545,80
NM_013242,100
NM_024948,105
NM_012131,115
NM_001135752,84
NM_203458,81
NM_152435,98
NM_194250,58
NM_052953,94
NM_001301224,83
NM_054113,95
NM_030571,97
NM_001277764,94
NM_178013,91
NM_012318,111
NM_014174,83
NM_152450,41
NM_001302545,49
NM_001164446,90
NM_007118,87
NM_001351324,80
NM_006179,94
NM_001040446,88
NM_031464,87
NM_017762,98
NM_003359,123
NM_001354409,107
NM_001185011,72
NM_014246,NaN
NM_001350004,107
NM_207499,71
NM_004523,116
NM_134431,98
NM_001142568,90
NM_014516,113
NM_024038,107
NM_001010847,76
NM_001338,94
NM_000782,80
NM_001120,93
NM_001105581,103
NM_001322278,90
NM_005512,87
NM_001172780,96
NM_018296,131
NM_021221,NaN
NM_001311,74
NM_014874,78
NM_033540,121
NM_001305040,82
NM_001278171,82
NM_030802,108
NM_173511,75
NM_152716,110
NM_025146,96
NM_001291953,104
NM_001127325,91
NM_002358,116
NM_021738,93
NM_014760,101
NM_001271014,74
NM_001350658,77
NM_152377,83
NM_173644,59
NM_133468,104
NM_001009984,66
NM_004070,74
NM_001202547,86
NM_000085,74
NM_018409,74
NM_001001967,NaN
NM_001199290,111
NM_001144981,102
NM_001111125,87
NM_001358407,68
NM_007128,81
NM_001353453,80
NM_138493,93
NM_001162914,NaN
NM_181602,NaN
NM_001004735,NaN
NM_013378,116
NM_001005496,NaN
NM_001350621,53
NM_006927,91
NM_003033,93
NM_001323360,69
NM_001354247,90
NM_001348397,89
NM_004148,73
NM_016533,96
NM_000966,105
NM_001323544,118
NM_001257273,96
NM_002497,69
NM_012353,NaN
NM_001300935,74
NM_000134,113
NM_001350561,106
NM_001323981,87
NM_001166386,91
NM_001011544,86
NM_001011543,91
NM_001319652,76
NM_001166496,82
NM_003321,123
NM_001206950,103
NM_001319228,104
NM_001271765,74
NM_004696,119
NM_001270623,70
NM_001174166,93
NM_001025598,86
NM_020754,72
NM_001142685,NaN
NM_001190790,115
NM_183050,131
NM_004491,NaN
NM_144967,112
NM_000709,104
NM_001080529,64
NM_001308207,74
NM_001077269,80
NM_001142343,35
NM_032355,113
NM_014940,74
NM_001031743,78
NM_139314,80
NM_001037494,78
NM_006691,99
NM_080677,87
NM_000526,98
NM_014949,75
NM_001251874,97
NM_014402,85
NM_153026,41
NM_031492,82
NM_001349655,75
NM_001257308,NaN
NM_001297565,49
NM_001023563,121
NM_001254752,102
NM_023037,106
NM_021098,94
NM_001330541,85
NM_004489,76
NM_001282448,80
NM_001109662,112
NM_012365,NaN
NM_001127222,128
NM_000718,80
NM_199460,38
NM_000720,31
NM_001205293,131
NM_005183,74
NM_018896,75
NM_000884,111
NM_001164723,78
NM_016417,83
NM_001195278,113
NM_004691,79
NM_001282541,80
NM_007260,30
NM_015626,103
NM_002000,79
NM_001353230,91
NM_153209,110
NM_181809,97
NM_001720,99
NM_001098173,88
NM_001315530,95
NM_199173,81
NM_021082,99
NM_004645,117
NM_005073,81
NM_000160,72
NM_145648,40
NM_001170798,NaN
NM_001324243,78
NM_024321,99
NM_198557,99
NM_001080504,31
NM_152945,72
NM_001277171,102
NM_001098634,119
NM_032120,107
NM_000909,97
NM_005710,75
NM_001042601,81
NM_018259,107
NM_144965,96
NM_024525,113
NM_001352038,45
NM_001354602,73
NM_001271420,103
NM_198179,102
NM_006527,105
NM_001270989,125
NM_001351533,114
NM_001530,80
NM_001859,70
NM_001860,111
NM_000871,71
NM_001136273,NaN
NM_001348712,114
NM_053023,65
NM_001285439,115
NM_001001916,NaN
NM_177983,81
NM_016647,88
NM_182578,91
NM_053055,100
NM_001351300,107
NM_177968,96
NM_001025091,63
NM_000399,81
NM_004430,90
NM_144641,76
NM_001964,124
NM_152542,87
NM_005167,94
NM_001965,111
NM_020700,76
NM_001195150,74
NM_015484,112
NM_145119,103
NM_000805,112
NM_014819,64
NM_001005735,83
NM_183241,65
NM_001114122,120
NM_001318917,129
NM_018114,68
NM_005399,95
NM_033114,82
NM_006253,105
NM_001102396,81
NM_006242,74
NM_001004317,98
NM_016734,82
NM_006193,90
NM_001135254,111
NM_001310160,89
NM_001257096,44
NM_181458,109
NM_003988,65
NM_001145369,84
NM_002828,71
NM_003203,112
NM_018904,NaN
NM_006194,77
NM_002831,83
NM_001278236,81
NM_002830,93
NM_016095,66
NM_001126129,71
NM_021067,100
NM_032414,86
NM_001134404,100
NM_001037637,78
NM_001014796,92
NM_001278063,NaN
NM_001297652,110
NM_002319,93
NM_002082,51
NM_006169,82
NM_001164211,124
NM_020871,118
NM_032773,114
NM_145208,114
NM_144614,104
NM_001164425,100
NM_001164419,100
NM_001136507,100
NM_020964,85
NM_005485,108
NM_014754,102
NM_001329544,79
NM_020116,101
NM_178563,72
NM_024783,97
NM_152336,96
NM_001282880,37
NM_001281746,84
NM_145245,104
NM_022662,77
NM_001013620,122
NM_001257328,96
NM_004041,97
NM_001301339,72
NM_001125,70
NM_024843,108
NM_198075,48
NM_020233,72
NM_000674,65
NM_173478,79
NM_024877,88
NM_178836,90
NM_182658,102
NM_032756,97
NM_001856,81
NM_001005340,81
NM_002787,92
NM_014371,80
NM_006872,108
NM_148976,65
NM_032178,82
NM_002792,71
NM_001330676,75
NM_002790,105
NM_007105,71
NM_001282458,112
NM_016220,77
NM_022473,71
NM_033204,77
NM_173531,82
NM_001317163,74
NM_001048212,112
NM_001105573,117
NM_001014765,114
NM_003677,125
NM_001329632,76
NM_001080410,NaN
NM_006364,105
NM_001029860,68
NM_018994,111
NM_001251902,96
NM_001099434,NaN
NM_001287444,101
NM_001024680,100
NM_001322462,79
NM_006252,124
NM_024621,124
NM_001320865,84
NM_031444,76
NM_015065,100
NM_207366,110
NM_017996,63
NM_000096,79
NM_022780,70
NM_001288794,72
NM_030759,45
NM_002239,80
NM_000891,95
NM_153767,103
NM_032985,110
NM_001143906,106
NM_002240,94
NM_003014,94
NM_003015,81
NM_031232,91
NM_004983,91
NM_004982,106
NM_001321513,57
NM_203299,81
NM_001326416,59
NM_018361,108
NM_020133,88
NM_020132,92
NM_001321350,81
NM_006411,86
NM_005805,75
NM_207511,117
NM_019590,74
NM_007022,119
NM_145169,70
NM_173812,75
NM_001348294,107
NM_030905,45
NM_001293298,97
NM_153610,117
NM_139214,74
NM_152680,106
NM_001318106,85
NM_024943,98
NM_033277,77
NM_005938,55
NM_016101,81
NM_153818,113
NM_002618,129
NM_000286,112
NM_015444,82
NM_001300755,58
NM_015305,97
NM_004813,88
NM_001271769,87
NM_139172,91
NM_001252657,89
NM_022077,99
NM_032222,76
NM_001080461,96
NM_012083,67
NM_207364,92
NM_024637,86
NM_015172,80
NM_032592,104
NM_013318,81
NM_001317931,87
NM_032334,86
NM_016228,93
NM_057169,77
NM_032492,95
NM_016836,84
NM_001040450,74
NM_001086,101
NM_001161520,97
NM_001317801,66
NM_002354,113
NM_001079807,94
NM_001079808,94
NM_014224,94
NM_130446,90
NM_016379,85
NM_004897,102
NM_002709,114
NM_002710,114
NM_018846,71
NM_014014,113
NM_001145399,107
NM_001142946,113
NM_019117,87
NM_022338,93
NM_144622,71
NM_022169,111
NM_017643,99
NM_001453,NaN
NM_001848,84
NM_001330499,119
NM_004369,89
NM_058175,107
NM_001278298,88
NM_003721,65
NM_007187,118
NM_001347879,85
NM_052831,77
NM_145894,93
NM_015596,83
NM_002776,87
NM_144947,82
NM_014165,108
NM_181725,112
NM_001311182,85
NM_017509,91
NM_130899,89
NM_153364,78
NM_001289773,92
NM_153606,100
NM_001286198,106
NM_016828,77
NM_001278182,91
NM_001278419,105
NM_018436,51
NM_001008274,76
NM_001080531,NaN
NM_019086,105
NM_017902,119
NM_144665,102
NM_013938,NaN
NM_001352890,105
NM_001177317,55
NM_001177999,103
NM_001005276,NaN
NM_001290053,107
NM_153607,77
NM_032902,91
NM_015568,111
NM_001204268,68
NM_013314,73
NM_001317856,75
NM_001145030,68
NM_207309,98
NM_016474,84
NM_153676,78
NM_001129993,80
NM_015255,124
NM_174916,121
NM_175748,126
NM_031463,109
NM_032303,112
NM_001352672,53
NM_144949,63
NM_199421,103
NM_001017440,71
NM_001100873,79
NM_003745,80
NM_018352,75
NM_001270470,82
NM_002715,90
NM_020804,86
NM_001009552,66
NM_001282853,80
NM_006307,97
NM_001761,97
NM_005190,87
NM_012138,109
NM_031889,95
NM_207336,84
NM_001199189,98
NM_001348138,92
NM_021006,121
NM_001271087,88
NM_001264,93
NM_018958,101
NM_001352650,139
NM_004749,125
NM_013372,89
NM_015154,121
NM_207363,66
NM_004633,108
NM_001320980,78
NM_002825,121
NM_152405,74
NM_001358454,87
NM_024652,80
NM_198578,94
NM_001316352,97
NM_018049,85
NM_198147,74
NM_001330469,115
NM_001318381,35
NM_001321383,82
NM_001042472,81
NM_032859,82
NM_006089,94
NM_001033088,101
NM_001288661,53
NM_001042454,66
NM_001142406,79
NM_001040613,87
NM_000317,83
NM_001271938,111
NM_174889,88
NM_170739,97
NM_002949,73
NM_014078,83
NM_001318770,109
NM_020314,110
NM_001261430,96
NM_022061,83
NM_001278556,75
NM_021873,69
NM_001789,66
NM_014901,71
NM_017763,71
NM_015900,67
NM_014771,83
NM_182559,95
NM_001077263,75
NM_001014283,99
NM_173475,95
NM_001287757,65
NM_001318739,78
NM_002772,94
NM_002223,98
NM_002224,87
NM_001037232,77
NM_001351368,75
NM_005247,87
NM_001242815,71
NM_001318914,128
NM_001635,105
NM_001040703,100
NM_153377,80
NM_001312686,91
NM_015541,114
NM_000435,81
NM_001012421,95
NM_001012419,95
NM_006231,79
NM_032250,95
NM_001102659,108
NM_001098805,95
NM_000492,112
NM_001330120,74
NM_020207,45
NM_001143936,64
NM_020753,112
NM_194463,91
NM_001198696,105
NM_194460,113
NM_001193380,82
NM_001318864,74
NM_022064,109
NM_139355,103
NM_018320,116
NM_022659,68
NM_014867,71
NM_001144874,75
NM_013227,105
NM_198451,72
NM_138817,81
NM_013937,74
NM_015450,90
NM_000558,77
NM_001198974,80
NM_014880,96
NM_173563,96
NM_001007540,90
NM_014363,89
NM_001190826,94
NM_020218,89
NM_001195259,105
NM_181744,111
NM_001030015,103
NM_014322,81
NM_006312,79
NM_006311,82
NM_001353009,78
NM_000459,77
NM_020371,100
NM_001349853,80
NM_001330701,93
NM_003215,95
NM_001286611,89
NM_003216,74
NM_004726,60
NM_001042724,104
NM_015480,112
NM_005926,88
NM_002855,105
NM_001164372,58
NM_001199822,107
NM_001353781,74
NM_018247,113
NM_003998,129
NM_001288724,78
NM_015641,73
NM_001024593,113
NM_001319119,89
NM_001271186,83
NM_001145082,103
NM_021033,82
NM_001006610,80
NM_005067,85
NM_198849,81
NM_014886,75
NM_194272,90
NM_001310138,NaN
NM_020782,85
NM_001348147,77
NM_001302,88
NM_030782,72
NM_007204,107
NM_032517,78
NM_183058,78
NM_001164595,89
NM_194449,75
NM_001005239,NaN
NM_015009,83
NM_001004700,102
NM_052846,94
NM_032048,85
NM_007046,97
NM_001145636,105
NM_001025232,NaN
NM_001306151,98
NM_024074,65
NM_001324049,68
NM_006099,121
NM_001901,106
NM_001320687,120
NM_015897,111
NM_002114,84
NM_006734,74
NM_024503,77
NM_001350637,83
NM_001145474,39
NM_001278689,102
NM_001278559,126
NM_020933,134
NM_014345,98
NM_020807,83
NM_001164811,88
NM_152670,118
NM_001128202,98
NM_032126,101
NM_080836,NaN
NM_145270,80
NM_001302757,NaN
NM_021220,77
NM_004561,86
NM_002558,104
NM_002559,92
NM_001282165,98
NM_002561,91
NM_001256796,113
NM_012267,63
NM_005446,83
NM_001281513,72
NM_000182,88
NM_001170881,64
NM_194326,71
NM_001256699,64
NM_174952,106
NM_001199014,33
NM_173649,72
NM_006545,100
NM_001005270,66
NM_032458,86
NM_012401,106
NM_001004431,75
NM_021204,91
NM_144713,120
NM_001323895,62
NM_006667,128
NM_001163257,78
NM_173591,34
NM_018112,83
NM_004722,104
NM_001278694,56
NM_020919,64
NM_001005214,97
NM_001256872,NaN
NM_023946,101
NM_144650,97
NM_153260,99
NM_032824,81
NM_001005210,67
NM_024898,72
NM_001195215,73
NM_001352964,93
NM_018509,99
NM_001145946,86
NM_001322349,71
NM_001144013,80
NM_001318483,120
NM_001286499,36
NM_001024457,61
NM_004168,79
NM_003001,114
NM_139175,104
NM_001276506,115
NM_030974,117
NM_203303,87
NM_018948,71
NM_001009881,71
NM_001308127,114
NM_001282568,88
NM_002785,108
NM_015144,108
NM_001300887,74
NM_001143978,120
NM_001270517,77
NM_014053,99
NM_006529,117
NM_153700,95
NM_001330650,46
NM_015258,96
NM_173648,83
NM_153038,94
NM_001278116,78
NM_001145320,82
NM_173463,91
NM_138803,86
NM_001323616,51
NM_001350220,60
NM_017575,122
NM_001101676,125
NM_001365,79
NM_080621,77
NM_152486,65
NM_012253,109
NM_033512,80
NM_001143782,105
NM_001099791,122
NM_018149,118
NM_032846,96
NM_138389,83
NM_031485,123
NM_001317994,93
NM_199482,79
NM_001077653,72
NM_016578,117
NM_021018,NaN
NM_012166,78
NM_032968,61
NM_032973,49
NM_000875,74
NM_014888,84
NM_020124,72
NM_000894,81
NM_001330167,90
NM_000619,90
NM_172366,32
NM_176891,105
NM_002423,84
NM_001146108,84
NM_152444,106
NM_024907,103
NM_001001924,104
NM_001033602,74
NM_001350208,86
NM_024876,86
NM_001007245,77
NM_006764,77
NM_016573,74
NM_144498,89
NM_015550,49
NM_001190707,89
